,Price,Airline,flyTo,cityTo,fare_family,fare_classes,cityFrom,local_departure,local_arrival,distance,bags_price,flight_no
4518,70,['UA'],LGA,New York,,,Chicago,2019-07-09T11:00:00.000Z,2019-07-09T14:18:00.000Z,1178.35,22,791
4519,99,['DL'],LGA,New York,,E,Chicago,2019-07-09T17:40:00.000Z,2019-07-09T21:09:00.000Z,1178.35,25,1409
4520,101,['DL'],LGA,New York,,,Chicago,2019-07-09T20:40:00.000Z,2019-07-09T23:59:00.000Z,1178.35,25,2805
4521,101,['DL'],LGA,New York,,,Chicago,2019-07-09T16:40:00.000Z,2019-07-09T20:13:00.000Z,1178.35,25,1097
4522,107,['UA'],LGA,New York,,N,Chicago,2019-07-09T21:05:00.000Z,2019-07-10T00:16:00.000Z,1178.35,22,2422
4523,107,['UA'],LGA,New York,,N,Chicago,2019-07-09T19:00:00.000Z,2019-07-09T22:11:00.000Z,1178.35,22,1823
4524,110,['UA'],LGA,New York,,,Chicago,2019-07-09T07:00:00.000Z,2019-07-09T10:08:00.000Z,1178.35,22,393
4525,110,['UA'],LGA,New York,,,Chicago,2019-07-09T07:30:00.000Z,2019-07-09T10:39:00.000Z,1178.35,22,427
4526,110,['UA'],LGA,New York,,,Chicago,2019-07-09T08:00:00.000Z,2019-07-09T11:10:00.000Z,1178.35,22,1166
4527,110,['UA'],LGA,New York,,,Chicago,2019-07-09T12:30:00.000Z,2019-07-09T15:42:00.000Z,1178.35,22,5364
4528,110,['UA'],LGA,New York,,,Chicago,2019-07-09T18:00:00.000Z,2019-07-09T21:15:00.000Z,1178.35,22,692
4529,121,['DL'],LGA,New York,,,Chicago,2019-07-09T19:40:00.000Z,2019-07-09T23:11:00.000Z,1178.35,25,333
4530,143,['NK'],LGA,New York,,V,Chicago,2019-07-09T05:51:00.000Z,2019-07-09T09:01:00.000Z,1178.35,37,224
4531,143,['NK'],LGA,New York,,V,Chicago,2019-07-09T17:44:00.000Z,2019-07-09T21:00:00.000Z,1178.35,37,630
4532,169,['UA'],LGA,New York,,,Chicago,2019-07-09T06:00:00.000Z,2019-07-09T09:12:00.000Z,1178.35,22,2140
4533,67,['UA'],LGA,New York,,N,Chicago,2019-07-10T15:00:00.000Z,2019-07-10T18:11:00.000Z,1178.35,22,1642
4534,67,['UA'],LGA,New York,,N,Chicago,2019-07-10T12:30:00.000Z,2019-07-10T15:42:00.000Z,1178.35,22,5364
4535,67,['UA'],LGA,New York,,N,Chicago,2019-07-10T12:00:00.000Z,2019-07-10T15:11:00.000Z,1178.35,22,1741
4536,69,['DL'],LGA,New York,,,Chicago,2019-07-10T07:40:00.000Z,2019-07-10T11:03:00.000Z,1178.35,25,306
4537,69,['DL'],LGA,New York,,,Chicago,2019-07-10T09:40:00.000Z,2019-07-10T13:08:00.000Z,1178.35,25,341
4538,69,['DL'],LGA,New York,,,Chicago,2019-07-10T12:40:00.000Z,2019-07-10T16:09:00.000Z,1178.35,25,326
4539,69,['DL'],LGA,New York,,,Chicago,2019-07-10T10:40:00.000Z,2019-07-10T14:10:00.000Z,1178.35,25,379
4540,69,['DL'],LGA,New York,,,Chicago,2019-07-10T11:40:00.000Z,2019-07-10T15:12:00.000Z,1178.35,25,2221
4541,69,['DL'],LGA,New York,,,Chicago,2019-07-10T08:40:00.000Z,2019-07-10T12:13:00.000Z,1178.35,25,315
4542,69,['DL'],LGA,New York,,,Chicago,2019-07-10T06:40:00.000Z,2019-07-10T10:15:00.000Z,1178.35,25,313
4543,70,['UA'],LGA,New York,,,Chicago,2019-07-10T13:00:00.000Z,2019-07-10T16:05:00.000Z,1178.35,22,682
4544,70,['UA'],LGA,New York,,,Chicago,2019-07-10T07:00:00.000Z,2019-07-10T10:08:00.000Z,1178.35,22,393
4545,70,['UA'],LGA,New York,,,Chicago,2019-07-10T16:00:00.000Z,2019-07-10T19:13:00.000Z,1178.35,22,639
4546,70,['UA'],LGA,New York,,,Chicago,2019-07-10T17:00:00.000Z,2019-07-10T20:16:00.000Z,1178.35,22,263
4547,70,['UA'],LGA,New York,,,Chicago,2019-07-10T11:00:00.000Z,2019-07-10T14:18:00.000Z,1178.35,22,791
4548,99,['DL'],LGA,New York,,E,Chicago,2019-07-10T15:40:00.000Z,2019-07-10T19:10:00.000Z,1178.35,25,2775
4549,101,['DL'],LGA,New York,,,Chicago,2019-07-10T14:40:00.000Z,2019-07-10T18:08:00.000Z,1178.35,25,1214
4550,107,['UA'],LGA,New York,,N,Chicago,2019-07-10T09:00:00.000Z,2019-07-10T12:03:00.000Z,1178.35,22,910
4551,107,['UA'],LGA,New York,,N,Chicago,2019-07-10T19:00:00.000Z,2019-07-10T22:11:00.000Z,1178.35,22,1823
4552,106,['DL'],LGA,New York,,,Chicago,2019-07-10T13:40:00.000Z,2019-07-10T17:11:00.000Z,1178.35,25,1489
4553,107,['UA'],LGA,New York,,N,Chicago,2019-07-10T21:05:00.000Z,2019-07-11T00:16:00.000Z,1178.35,22,2422
4554,110,['UA'],LGA,New York,,,Chicago,2019-07-10T10:00:00.000Z,2019-07-10T13:07:00.000Z,1178.35,22,1499
4555,110,['UA'],LGA,New York,,,Chicago,2019-07-10T07:30:00.000Z,2019-07-10T10:39:00.000Z,1178.35,22,427
4556,110,['UA'],LGA,New York,,,Chicago,2019-07-10T14:00:00.000Z,2019-07-10T17:09:00.000Z,1178.35,22,509
4557,110,['UA'],LGA,New York,,,Chicago,2019-07-10T08:00:00.000Z,2019-07-10T11:10:00.000Z,1178.35,22,1166
4558,110,['UA'],LGA,New York,,,Chicago,2019-07-10T06:00:00.000Z,2019-07-10T09:12:00.000Z,1178.35,22,2140
4559,110,['UA'],LGA,New York,,,Chicago,2019-07-10T18:00:00.000Z,2019-07-10T21:15:00.000Z,1178.35,22,692
4560,121,['DL'],LGA,New York,,,Chicago,2019-07-10T17:40:00.000Z,2019-07-10T21:09:00.000Z,1178.35,25,1409
4561,121,['DL'],LGA,New York,,,Chicago,2019-07-10T19:40:00.000Z,2019-07-10T23:11:00.000Z,1178.35,25,333
4562,121,['DL'],LGA,New York,,,Chicago,2019-07-10T18:40:00.000Z,2019-07-10T22:13:00.000Z,1178.35,25,2931
4563,121,['DL'],LGA,New York,,,Chicago,2019-07-10T16:40:00.000Z,2019-07-10T20:13:00.000Z,1178.35,25,1097
4564,143,['NK'],LGA,New York,,V,Chicago,2019-07-10T05:51:00.000Z,2019-07-10T09:01:00.000Z,1178.35,37,224
4565,143,['NK'],LGA,New York,,V,Chicago,2019-07-10T17:44:00.000Z,2019-07-10T21:00:00.000Z,1178.35,37,630
4566,154,['DL'],LGA,New York,,,Chicago,2019-07-10T20:40:00.000Z,2019-07-10T23:59:00.000Z,1178.35,25,2805
4567,74,['DL'],LGA,New York,,E,Chicago,2019-07-11T08:40:00.000Z,2019-07-11T12:13:00.000Z,1178.35,25,315
4568,76,['DL'],LGA,New York,,,Chicago,2019-07-11T07:40:00.000Z,2019-07-11T11:03:00.000Z,1178.35,25,306
4569,76,['DL'],LGA,New York,,,Chicago,2019-07-11T06:40:00.000Z,2019-07-11T10:15:00.000Z,1178.35,25,313
4570,91,['DL'],LGA,New York,,,Chicago,2019-07-11T09:40:00.000Z,2019-07-11T13:08:00.000Z,1178.35,25,341
4571,91,['DL'],LGA,New York,,,Chicago,2019-07-11T12:40:00.000Z,2019-07-11T16:09:00.000Z,1178.35,25,326
4572,91,['DL'],LGA,New York,,,Chicago,2019-07-11T10:40:00.000Z,2019-07-11T14:10:00.000Z,1178.35,25,379
4573,91,['DL'],LGA,New York,,,Chicago,2019-07-11T13:40:00.000Z,2019-07-11T17:11:00.000Z,1178.35,25,1489
4574,91,['DL'],LGA,New York,,,Chicago,2019-07-11T11:40:00.000Z,2019-07-11T15:12:00.000Z,1178.35,25,2221
4575,102,['UA'],LGA,New York,,,Chicago,2019-07-11T13:00:00.000Z,2019-07-11T16:05:00.000Z,1178.35,22,682
4576,107,['UA'],LGA,New York,,N,Chicago,2019-07-11T14:00:00.000Z,2019-07-11T17:09:00.000Z,1178.35,22,509
4577,110,['UA'],LGA,New York,,,Chicago,2019-07-11T09:00:00.000Z,2019-07-11T12:03:00.000Z,1178.35,22,910
4578,110,['UA'],LGA,New York,,,Chicago,2019-07-11T10:00:00.000Z,2019-07-11T13:07:00.000Z,1178.35,22,1499
4579,110,['UA'],LGA,New York,,,Chicago,2019-07-11T07:00:00.000Z,2019-07-11T10:08:00.000Z,1178.35,22,393
4580,110,['UA'],LGA,New York,,,Chicago,2019-07-11T07:30:00.000Z,2019-07-11T10:39:00.000Z,1178.35,22,427
4581,110,['UA'],LGA,New York,,,Chicago,2019-07-11T08:00:00.000Z,2019-07-11T11:10:00.000Z,1178.35,22,1166
4582,110,['UA'],LGA,New York,,,Chicago,2019-07-11T15:00:00.000Z,2019-07-11T18:11:00.000Z,1178.35,22,1642
4583,110,['UA'],LGA,New York,,,Chicago,2019-07-11T06:00:00.000Z,2019-07-11T09:12:00.000Z,1178.35,22,2140
4584,110,['UA'],LGA,New York,,,Chicago,2019-07-11T12:30:00.000Z,2019-07-11T15:42:00.000Z,1178.35,22,5364
4585,110,['UA'],LGA,New York,,,Chicago,2019-07-11T16:00:00.000Z,2019-07-11T19:13:00.000Z,1178.35,22,639
4586,110,['UA'],LGA,New York,,,Chicago,2019-07-11T17:00:00.000Z,2019-07-11T20:16:00.000Z,1178.35,22,263
4587,110,['UA'],LGA,New York,,,Chicago,2019-07-11T11:00:00.000Z,2019-07-11T14:18:00.000Z,1178.35,22,791
4588,121,['DL'],LGA,New York,,,Chicago,2019-07-11T20:40:00.000Z,2019-07-11T23:59:00.000Z,1178.35,25,2805
4589,121,['DL'],LGA,New York,,,Chicago,2019-07-11T14:40:00.000Z,2019-07-11T18:08:00.000Z,1178.35,25,1214
4590,164,['NK'],LGA,New York,,K,Chicago,2019-07-11T05:51:00.000Z,2019-07-11T09:01:00.000Z,1178.35,37,224
4591,164,['NK'],LGA,New York,,K,Chicago,2019-07-11T17:44:00.000Z,2019-07-11T21:00:00.000Z,1178.35,37,630
4592,166,['UA'],LGA,New York,,N,Chicago,2019-07-11T21:05:00.000Z,2019-07-12T00:16:00.000Z,1178.35,22,2422
4593,209,['UA'],LGA,New York,,W,Chicago,2019-07-11T19:00:00.000Z,2019-07-11T22:11:00.000Z,1178.35,22,1823
4594,209,['UA'],LGA,New York,,W,Chicago,2019-07-11T12:00:00.000Z,2019-07-11T15:11:00.000Z,1178.35,22,1741
4595,209,['UA'],LGA,New York,,W,Chicago,2019-07-11T18:00:00.000Z,2019-07-11T21:15:00.000Z,1178.35,22,692
4596,246,['DL'],LGA,New York,,,Chicago,2019-07-11T15:40:00.000Z,2019-07-11T19:10:00.000Z,1178.35,25,2775
4597,249,['DL'],LGA,New York,,,Chicago,2019-07-11T19:40:00.000Z,2019-07-11T23:11:00.000Z,1178.35,25,333
4598,299,['DL'],LGA,New York,,,Chicago,2019-07-11T16:40:00.000Z,2019-07-11T20:13:00.000Z,1178.35,25,1097
4599,91,['DL'],LGA,New York,,,Chicago,2019-07-12T10:40:00.000Z,2019-07-12T14:10:00.000Z,1178.35,25,379
4600,91,['DL'],LGA,New York,,,Chicago,2019-07-12T19:40:00.000Z,2019-07-12T23:11:00.000Z,1178.35,25,333
4601,91,['DL'],LGA,New York,,,Chicago,2019-07-12T11:40:00.000Z,2019-07-12T15:12:00.000Z,1178.35,25,2221
4602,91,['DL'],LGA,New York,,,Chicago,2019-07-12T08:40:00.000Z,2019-07-12T12:13:00.000Z,1178.35,25,315
4603,91,['DL'],LGA,New York,,,Chicago,2019-07-12T18:40:00.000Z,2019-07-12T22:13:00.000Z,1178.35,25,2931
4604,91,['DL'],LGA,New York,,,Chicago,2019-07-12T06:40:00.000Z,2019-07-12T10:15:00.000Z,1178.35,25,313
4605,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T09:00:00.000Z,2019-07-12T12:03:00.000Z,1178.35,22,910
4606,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T13:00:00.000Z,2019-07-12T16:05:00.000Z,1178.35,22,682
4607,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T10:00:00.000Z,2019-07-12T13:07:00.000Z,1178.35,22,1499
4608,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T07:00:00.000Z,2019-07-12T10:08:00.000Z,1178.35,22,393
4609,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T07:30:00.000Z,2019-07-12T10:39:00.000Z,1178.35,22,427
4610,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T14:00:00.000Z,2019-07-12T17:09:00.000Z,1178.35,22,509
4611,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T08:00:00.000Z,2019-07-12T11:10:00.000Z,1178.35,22,1166
4612,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T12:00:00.000Z,2019-07-12T15:11:00.000Z,1178.35,22,1741
4613,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T15:00:00.000Z,2019-07-12T18:11:00.000Z,1178.35,22,1642
4614,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T21:05:00.000Z,2019-07-13T00:16:00.000Z,1178.35,22,2422
4615,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T06:00:00.000Z,2019-07-12T09:12:00.000Z,1178.35,22,2140
4616,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T12:30:00.000Z,2019-07-12T15:42:00.000Z,1178.35,22,5364
4617,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T16:00:00.000Z,2019-07-12T19:13:00.000Z,1178.35,22,639
4618,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T17:00:00.000Z,2019-07-12T20:16:00.000Z,1178.35,22,263
4619,107,['UA'],LGA,New York,,N,Chicago,2019-07-12T11:00:00.000Z,2019-07-12T14:18:00.000Z,1178.35,22,791
4620,106,['DL'],LGA,New York,,,Chicago,2019-07-12T20:40:00.000Z,2019-07-12T23:59:00.000Z,1178.35,25,2805
4621,106,['DL'],LGA,New York,,,Chicago,2019-07-12T07:40:00.000Z,2019-07-12T11:03:00.000Z,1178.35,25,306
4622,106,['DL'],LGA,New York,,,Chicago,2019-07-12T09:40:00.000Z,2019-07-12T13:08:00.000Z,1178.35,25,341
4623,106,['DL'],LGA,New York,,,Chicago,2019-07-12T14:40:00.000Z,2019-07-12T18:08:00.000Z,1178.35,25,1214
4624,106,['DL'],LGA,New York,,,Chicago,2019-07-12T17:40:00.000Z,2019-07-12T21:09:00.000Z,1178.35,25,1409
4625,106,['DL'],LGA,New York,,,Chicago,2019-07-12T12:40:00.000Z,2019-07-12T16:09:00.000Z,1178.35,25,326
4626,106,['DL'],LGA,New York,,,Chicago,2019-07-12T15:40:00.000Z,2019-07-12T19:10:00.000Z,1178.35,25,2775
4627,106,['DL'],LGA,New York,,,Chicago,2019-07-12T13:40:00.000Z,2019-07-12T17:11:00.000Z,1178.35,25,1489
